time,Naive T-cells,helper T-cells,cytotoxic cells,Treg-cells,Naive Dendritic cells,Dendritic cells,Macrophages,Cancer,Necrotic cells,\mu_1,\mu_2,HMGB1,IFN-\gamma,TNF-eta
0.0,0.6793795355255156,2.6118902128209283,1.629355866601777,1.881857788386016,0.002353843269259736,0.4542112375250307,0.7749178714211379,0.0003574089874482626,0.0,0.4587075008446938,2.2979090175117323,1.1834538675585438,0.4083555612394745,0.34566249563571433
1.0,1.3752132494966038,0.37656105665598283,0.34982489652125875,1.5234485870496606,0.9912688169285139,0.3475378443362888,0.7791261191095834,0.00035873822382436995,1.7721275463309503e-06,0.666132716577128,0.9413304685458395,0.02883427063436158,0.4347658731345786,0.91723011524328
2.0,1.9483803123878605,0.45606406435967817,0.636974798931288,1.3145297010957238,1.728121913333965,0.27210403393111277,0.7733455472774896,0.0003603155093809543,3.3251340714525496e-06,0.7198259478152392,0.8710253493310237,0.028916872007450852,0.6028554635032974,0.8736617392441917
3.0,2.272903993449255,0.46872145228250034,0.8052411796400716,1.3500835422007216,2.276118775039901,0.21920603591369195,0.7690568808825827,0.0003617729512637133,5.110132834238399e-06,0.7378255215223428,0.866489273538054,0.029317155503967088,0.6989369513075856,0.8767144903489725
4.0,2.5389091194504503,0.4348556683697939,0.8071018620938046,1.4275745362445138,2.6837448284723444,0.18226036398605505,0.7645037690532707,0.00036319922285518583,6.959396474021994e-06,0.7402410175786281,0.8759098115051182,0.0292910811546346,0.6903995832284001,0.8873656136571063
5.0,2.791654031000721,0.4038389254062662,0.7859255502833582,1.5039551091484402,2.9871812144566365,0.15650891618239346,0.7593122697782195,0.00036463616224387485,8.79564412706816e-06,0.7363811422118354,0.8855020266829695,0.02920660347754602,0.6691402022469599,0.8972927636159788
6.0,3.0270124060016643,0.38071382681815114,0.76771198242553,1.5802687565737799,3.213101577881453,0.13864857914957052,0.7536490676741248,0.000366083085438553,1.0614703698287589e-05,0.7304092123131054,0.89470555257304,0.02915029624777471,0.6516435657934012,0.9068222120569882
7.0,3.239706451806961,0.36339314068364703,0.7513581989579675,1.6567390954994239,3.381305567226648,0.12634602412415627,0.7476769625388309,0.00036753706808002103,1.2419366317870994e-05,0.7238253978430538,0.9037669460471001,0.02911608131419538,0.6368168952938783,0.9161292205894448
8.0,3.4273510800468716,0.3503038463685187,0.7361585509813674,1.7317989467277515,3.5065338424656503,0.11794169206265324,0.7415128690780857,0.0003689968812483769,1.4211112504050355e-05,0.7171323053536108,0.9125215541385491,0.02909369340346567,0.623822294324185,0.9250189259097786
9.0,3.5895958167282735,0.34033235825069025,0.7220463931495841,1.8037131008458835,3.5997683913537513,0.11225572065555801,0.7352418564790801,0.00037046193200863454,1.5990877847833302e-05,0.710496463391368,0.920706821886215,0.029074823819282777,0.6123058350309678,0.9332390389677985
