time,Naive T-cells,helper T-cells,cytotoxic cells,Treg-cells,Naive Dendritic cells,Dendritic cells,Macrophages,Cancer,Necrotic cells,\mu_1,\mu_2,HMGB1,IFN-\gamma,TNF-eta
0.0,1.518585790653576,0.6727455005330079,0.13032230556540747,1.001612588935068,0.002353843269259736,1.892488671372295,0.8383967856046655,0.0003574089874482626,0.0,0.6758106976227101,0.4633917895797864,1.3142311573166658,0.0,0.7277892307921286
1.0,0.7921070415514161,1.163586979189721,0.9353545282864807,1.1918766426369671,0.9898237493352793,1.4365530093895784,0.8495426790543502,0.00035868817200751784,2.0691038542449785e-06,0.8095205220824863,0.9153635704443429,0.034507928365354414,0.9996897116938519,0.9130108066383661
2.0,0.8935799647441599,0.9537540357116937,0.8042491749186145,1.0700639766380098,1.7234868807025843,1.0981996568854167,0.8549912398978131,0.000360139489687349,3.991517186472186e-06,0.8462502240246105,0.9017332208609143,0.03301278630864566,0.8568288622374689,0.894874281350572
3.0,1.0397807811028699,0.8985659124021764,0.8982898617007103,1.0340447508718846,2.268513412528698,0.8464368185701443,0.8582245776403342,0.0003616079277215557,5.921920386951337e-06,0.8566498276804119,0.8908937384053518,0.03292679388315631,0.8905200916334777,0.8908034095601691
4.0,1.2005369794650413,0.8202774284420565,0.9384668993248061,1.0553858368204012,2.673279148471878,0.6591383536400344,0.8599756004763917,0.000363046447494586,7.909518920658645e-06,0.8580267495559495,0.8921415138440397,0.0327739019918241,0.8899721599757214,0.8961751466631197
5.0,1.3819027700855033,0.7370898193737239,0.9389471221538658,1.0984855597834455,2.9741207759622337,0.519698468070647,0.8599415496576256,0.00036447951845243633,9.908018324085927e-06,0.8546259702285,0.8976777934678059,0.03253623248406597,0.8660605623987041,0.9041326290813396
6.0,1.5794391842199886,0.6625053141660775,0.924980985003002,1.151283243618417,3.1979235249475373,0.4158042033713877,0.8582417387533025,0.00036591868353729904,1.1895240490491664e-05,0.848801568754226,0.9044630153257605,0.03229203533070379,0.836503701028402,0.9125324722082312
7.0,1.7874010018484718,0.5990965940514329,0.9055094284360996,1.2091512975388647,3.3645573493333187,0.3383350624659305,0.8551376851620749,0.00036736756735108284,1.3863451037472293e-05,0.8417856367657454,0.9115192056551891,0.032064138508463506,0.8070054947207561,0.9207286799756116
8.0,2.000371211075951,0.5464975417393614,0.8842170114241384,1.269831716832488,3.4887329289028144,0.28052523091588777,0.8508974486456501,0.00036882722482421026,1.581003419571239e-05,0.8341809173403723,0.9184817947560351,0.031858739374836534,0.779496199027822,0.9285206344910768
9.0,2.213154484221245,0.5035313107938854,0.8629743919750639,1.332127628695853,3.5813511933761206,0.23735154158348043,0.8457630120088878,0.00037029755349364296,1.7734725847406983e-05,0.8262957916615867,0.9252275164102084,0.03167727387285058,0.754679088725946,0.9358834631530047
10.0,2.4209345518209098,0.46878378866248177,0.8426861658682674,1.39526813187444,3.650496667165041,0.20508177300766656,0.839941976016143,0.0003717778807229833,1.96384291332441e-05,0.8182989131298112,0.9317237222193028,0.031518531199226686,0.7326621684228962,0.9428434035247184
11.0,2.61955224402924,0.4408538205622502,0.8237275275251476,1.4585780613635762,3.7021708265727216,0.18094047973599184,0.8336070135086465,0.00037326731370673804,2.1522541162018807e-05,0.8102873540659279,0.9379509536003806,0.03137961400211286,0.7132663036454971,0.9494160574741773
12.0,2.805738030169586,0.4184658790072802,0.8061973291685893,1.5213479496100144,3.740833908564919,0.16286158970552586,0.8268986360941936,0.0003747649403211671,2.3388574898760447e-05,0.8023186431623245,0.9438705747860525,0.03125662660342734,0.6961948706417376,0.95558448520457
13.0,2.9772363796144266,0.40051466068423425,0.7900622558221514,1.5828219675225197,3.769804989229435,0.14930532278783196,0.8199292453494398,0.00037626993496290976,2.5237958746610455e-05,0.7944270990908463,0.9494191301954035,0.031145242310269022,0.6811249852420049,0.9613002374027172
14.0,3.1328073659106987,0.38607486303148336,0.7752381293594773,1.6422473966656452,3.791557104957186,0.13912283055481922,0.8127875108458348,0.0003777816030614928,2.7071946707561173e-05,0.7866329378485062,0.9545170714387833,0.031041190134732922,0.6677548551549906,0.9664960792172262
15.0,3.272123871724069,0.37439210579706206,0.7616314110834793,1.6989441577173512,3.807935086440381,0.13145604784507803,0.8055425871800247,0.0003792993875415821,2.8891595954863703e-05,0.7789477740675507,0.9590830651582866,0.030940635207549073,0.655824280221597,0.9711022942244639
16.0,3.3956012529106663,0.364863497796398,0.7491548354917306,1.7523661681620846,3.820316426044482,0.12566355804807525,0.7982479129499422,0.0003808228547243741,3.069778122706793e-05,0.7713780387696318,0.9630478610968063,0.030840424062461323,0.645118207815906,0.9750611908486199
17.0,3.504199513935941,0.35701397745344665,0.7377289279679439,1.8021390151801637,3.8297301096414014,0.1212657051908592,0.790944466820364,0.0003823516724093621,3.2491224356757054e-05,0.7639270798301505,0.9663641493745352,0.03073819179178856,0.6354613120339259,0.9783367151468819
18.0,3.5992304292660284,0.3504727391064566,0.7272785255803549,1.848070432615299,3.8369446770922266,0.11790383698236903,0.7836634589568972,0.00038388558767563124,3.427252605588976e-05,0.7565964195352163,0.9690112188196602,0.030632357031987887,0.6267097340448686,0.9809185997293712
19.0,3.682190334586801,0.3449518796887898,0.7177290115245226,1.8901376476955765,3.842533717371147,0.11530994116328283,0.7764284995851068,0.00038542440783697956,3.604219390183189e-05,0.749386477994198,0.9709948791925004,0.030522040705014797,0.6187431610293112,0.9828218217810137
20.0,3.754629045902017,0.34022838704443364,0.7090042314501425,1.9284594525026328,3.8469246444332987,0.1132840054696994,0.7692573077303659,0.00038696798568289,3.780066431121881e-05,0.7422969743729522,0.9723439941293317,0.03040693862979536,0.6114586692944005,0.9840827901082752
21.0,3.8180538269033586,0.33612965693842506,0.7010266861434434,1.9632616778841894,3.85043514428446,0.11167708689573842,0.7621630449603838,0.0003885162082581804,3.954831936147455e-05,0.7353271560743014,0.9731052526838618,0.030287185481327833,0.6047667786907241,0.9847540525072122
22.0,3.8738680648682102,0.3325218273207124,0.6937182410675901,1.994840947015921,3.8533007027805755,0.11037851959376652,0.7551553533850077,0.0003900689890089786,4.128549861101059e-05,0.7284759208662162,0.9733372342253624,0.03016321748168893,0.5985884930727391,0.9848984203824904
23.0,3.923335569081896,0.32930101981888127,0.6870023973025787,2.0235329155875985,3.8556951831352517,0.10930635216319652,0.7482411544625608,0.00039162626199580516,4.301250781024153e-05,0.7217419016211527,0.9731049454092958,0.030035659103434774,0.5928540661434173,0.9845837318350488
24.0,3.9675653177144192,0.3263864505939582,0.6808059193206595,2.04968596132054,3.85774639528265,0.10840011343258567,0.7414252687832618,0.00039318797772205124,4.472962518398284e-05,0.7151235238965935,0.9724752000232817,0.029905228970800866,0.5875018830587209,0.9838784794065559
25.0,4.007510594626848,0.32371522032952854,0.675060423998784,2.0736415724034423,3.8595478062563213,0.10761537249463768,0.7347108951501911,0.0003947541000781359,4.643710603821273e-05,0.708619052633818,0.9715131018197855,0.029772670729784394,0.5824779080483542,0.9828485622059816
26.0,4.043976945268771,0.3212383396506467,0.6697035116880927,2.095720980115226,3.861167343989983,0.10691964951530665,0.7280999818552251,0.0003963246039868305,4.8135186318669835e-05,0.7022266325930319,0.9702796210137079,0.029638704977980483,0.5777351053410598,0.9815551104175998
27.0,4.077634852532226,0.31891765354213064,0.6646793353361556,2.1162168456695047,3.862654012563362,0.10628934311523228,0.7215935150634813,0.0003978994735440191,4.982408542660497e-05,0.6959443232017174,0.968830082395228,0.029503998155743918,0.5732329215104395,0.9800531774029058
28.0,4.10903595666076,0.3167234276134761,0.659938740466324,2.1353892003658403,3.8640429311948594,0.10570738852657909,0.7151917472324072,0.0003994787005142294,5.150400852864119e-05,0.6897701276740444,0.9672134342688252,0.0293691452075738,0.5689366783805728,0.9783911722652016
29.0,4.13862900029508,0.3146325311224695,0.6554391765696274,2.153464366337897,3.865359025855259,0.10516154075283732,0.7088943716123824,0.0004010622830870477,5.3175148472348055e-05,0.6837020179766103,0.9654720632918166,0.029234662496615077,0.5648170273384777,0.9766108011269259
30.0,4.166775904099843,0.3126269499726218,0.65114424837454,2.1706359861934756,3.8666198699879377,0.10464305141642875,0.7027006628968844,0.00040265022479333635,5.4837687478094916e-05,0.6777379552117279,0.9636420126977974,0.02910098721973284,0.5608492983037675,0.9747473719802731
31.0,4.193765784470924,0.31069271988910396,0.6470232492981479,2.187067397033476,3.8678376486008745,0.10414575179336193,0.6966095799499917,0.0004042425336326606,5.649179851581245e-05,0.6718759049166423,0.9617534457037636,0.028968481930016332,0.5570129606086661,0.9728303180007994
32.0,4.219827836648997,0.3088189997870385,0.6430504987604682,2.202894645857165,3.869020734805828,0.10366531490799273,0.6906198520475603,0.0004058392212561582,5.813764660487799e-05,0.6661138499585667,0.9598312379062008,0.028837440884675512,0.553291017444007,0.9708838265183888
33.0,4.245142610916648,0.30699736631052876,0.6392046956353507,2.218229783608031,3.8701748213499467,0.10319872377701253,0.684730044324913,0.0004074403023113394,5.977538987171039e-05,0.6604497991489019,0.9578956214597718,0.02870809773040205,0.5496694656316996,0.9689275027621026
34.0,4.269851240228711,0.3052213066304371,0.635468371392918,2.2331642464800643,3.87130368493947,0.10274390990751436,0.678938605646013,0.000409045793889023,6.140518045285062e-05,0.6548817936694314,0.9559628379944088,0.0285806341064561,0.5461368697285447,0.9669770355412135
35.0,4.294063280505653,0.30348576556053375,0.6318272474583353,2.247772009038049,3.872409792039496,0.10229946542097587,0.6732439081518211,0.0004106557150141481,6.30271653309085e-05,0.6494079121191684,0.9540457565656512,0.028455187355593933,0.5426838970788774,0.9650448139551154
36.0,4.317863242675249,0.3017868066776244,0.6282697069525842,2.2621123885446,3.8734947273995752,0.10186443771979663,0.6676442768716179,0.00041227008625713865,6.464148698678943e-05,0.6440262728055676,0.9521544220027367,0.028331857590200106,0.5393029407444887,0.9631404713342957
37.0,4.341315917942787,0.3001213668143152,0.6247863897077127,2.276232596683083,3.8745594873298224,0.1014381873047772,0.6621380118262626,0.00041388892940901286,6.624828395249377e-05,0.638735035457697,0.9502965473262368,0.028210714448579904,0.535987840983259,0.9612713762653408
38.0,4.3644705976548055,0.2984870460400617,0.6213697541502572,2.2901699607769688,3.8756046844551237,0.10102028712804727,0.6567234048040845,0.0004155122671909444,6.784769130899467e-05,0.6335324024955375,0.9484779492966817,0.028091802745398818,0.5327335937202181,0.9594430580557319
39.0,4.387364499138113,0.29688194733225465,0.6180137277123133,2.303953758483175,3.8766306955013436,0.1006104489345272,0.65139875197273,0.00041714012303533385,6.94398410733622e-05,0.6284166187994571,0.9467029069806734,0.027975147188398445,0.5295361201628321,0.9576595571381612
40.0,4.4100255287613646,0.2953045615957043,0.6147134501585494,2.3176067868688803,3.877637761001229,0.10020847244818369,0.6461623631715689,0.00041877252091131927,7.10248625154831e-05,0.6233859713030343,0.944974465127795,0.027860756560464904,0.526392099808773,0.9559237235284969
41.0,4.4324744202089725,0.2937536722956947,0.6114650236453353,2.331146676991563,3.878626048973403,0.09981421181454277,0.6410125686248759,0.00042040948517348245,7.260288243681159e-05,0.6184387886587005,0.9432946914774106,0.0277486271278722,0.5232988111871002,0.9542374660234307
42.0,4.454726402149419,0.2922282827227465,0.608265308455459,2.34458694584067,3.8795956957558677,0.09942755318183329,0.6359477236141893,0.00042205104044847216,7.41740253892723e-05,0.6135734403129123,0.9416648819787902,0.02763874535811828,0.5202540039423735,0.9526019510373946
43.0,4.476792534236213,0.2907275638109281,0.6051117735090326,2.357937859375085,3.88054683323563,0.09904839905443413,0.6309662117976377,0.000423697211549256,7.573841385005028e-05,0.6087883353760083,0.9400857284822824,0.027531090195345928,0.5172558020342526,0.9510177653228409
44.0,4.498680720724987,0.28925081266045083,0.6020023678358576,2.3712071291801675,3.8814796039268926,0.09867665874924113,0.6260664473741095,0.00042534802340572905,7.729616836919753e-05,0.6040819216299453,0.9385574535881975,0.02742563488612319,0.5143026273173412,0.9494850468899148
45.0,4.52039651230019,0.28779742008030307,0.5989354173239122,2.384400485574994,3.8823941692356705,0.09831224236348311,0.6212468765040372,0.00042700350100914646,7.884740769460903e-05,0.5994526845455597,0.9370799219517686,0.0273223485233421,0.5113931485041843,0.9480035923481424
46.0,4.541943714740221,0.2863668485466518,0.5959095321659196,2.397522119494598,3.8832907125710476,0.09795505749953641,0.6165059780118551,0.0004286636693738381,8.039224886902035e-05,0.5948991460465464,0.9356527276506753,0.02722119698539035,0.5085261709727643,0.9465729397293183
47.0,4.563324862525342,0.28495861551679214,0.5929235677678549,2.4105750458680553,3.8841694407850924,0.09760500712335965,0.6118422518254167,0.0004303285537150275,8.193080822930344e-05,0.5904198521129828,0.934275253193399,0.027122143929968003,0.5057006956056571,0.9451924258751732
48.0,4.584541491324071,0.2835722776318667,0.5899765407988532,2.4235613158633558,3.8850305766090707,0.09726199181203181,0.607254255290441,0.00043199817879855686,8.346319863662173e-05,0.5860134070205313,0.9329467390700952,0.027025151961936958,0.502915810969074,0.943861255912685
49.0,4.605594465535848,0.282207429963384,0.587067626074519,2.436482309127886,3.8858743598589376,0.09692590791378193,0.6027405810832288,0.0004336725692902024,8.498953122659527e-05,0.5816784507771271,0.9316663250210235,0.02693018304813174,0.5001707073902372,0.9425785391753775
50.0,4.626484203153475,0.2808636780117257,0.5841960717070744,2.44933890656996,3.886701051511825,0.09659664522538948,0.5982998178883324,0.00043535175044318454,8.650991853734895e-05,0.5774136209212837,0.9304330503219541,0.02683719765225063,0.49746461444739004,0.9413432892822554
51.0,4.647210799166433,0.27954065355730445,0.5813612246087557,2.4621315773621344,3.8875109201053664,0.09627409221778019,0.5939306092468453,0.0004370357470296875,8.802446980270632e-05,0.5732176089682246,0.9292459176415316,0.026746156790286493,0.4947968374093344,0.9401544881672859
52.0,4.667774117917731,0.2782380033051031,0.578562496495512,2.47486049490728,3.8883042439515108,0.09595813467160272,0.5896316273318579,0.0004387245838080656,8.953329307400678e-05,0.5690891347558299,0.9281038949049552,0.026657021515481626,0.4921667210116154,0.9390110862673804
53.0,4.6881738889824955,0.2769553842889464,0.575799340869248,2.487525630644143,3.889081307656233,0.09564865669744965,0.5854015715923393,0.0004404182854952558,9.103649521687354e-05,0.5650269448620724,0.9270059326480217,0.02656975313524276,0.4895736418886696,0.9379120187806034
54.0,4.708409738363196,0.2756924647665702,0.5730712540242437,2.5001267690180278,3.8898424011609887,0.0953455410761684,0.5812391735727691,0.000442116876748116,9.253418166879157e-05,0.561029817201175,0.9259509706077754,0.02648431338887953,0.48701700813986193,0.9368562123787317
55.0,4.72848125412635,0.2744489218752244,0.5703777622931262,2.5126635832690893,3.8905878167232535,0.09504867017204288,0.5771431940821473,0.000443820382163209,9.402645654410167e-05,0.5570965581035073,0.9249379501709228,0.0264006645735191,0.48449625151253756,0.9358425969536623
56.0,4.748388027473345,0.27322443941623015,0.5677184108849079,2.5251356867363324,3.891317846726073,0.09475792661117549,0.5731124204461552,0.0004455288262828723,9.551342274522417e-05,0.5532259995680474,0.9239658221812445,0.026318769599493395,0.48201082068079926,0.9348701128896619
57.0,4.768129664175615,0.27201870738316897,0.5650927603686968,2.537542645203701,3.8920327827026453,0.09447319362465863,0.5691456665899802,0.0004472422336012537,9.699518195001944e-05,0.5494169993261091,0.9230335495037245,0.026238592021516623,0.47956017901935416,0.9339377134223987
58.0,4.78770579029852,0.270831422060841,0.5625003864987054,2.549883984532078,3.892732914879615,0.09419435520078219,0.5652417727759057,0.00044896062856596727,9.84718346154112e-05,0.5456684405693765,0.9221401082486459,0.02616009605576984,0.4771438045304477,0.9330443658394676
59.0,4.807116063349489,0.2696622857858316,0.5599408777882716,2.562159205810639,3.8934185311431038,0.0939212964398444,0.5613996052604981,0.0004506840355837375,9.994347997881447e-05,0.5419792315937715,0.9212844904492303,0.02608324661237591,0.47476118841617465,0.9321890540105511
60.0,4.826360181342221,0.26851100647279635,0.557413832690048,2.574367800626166,3.8940899161989493,0.09365390382902126,0.5576180553681411,0.0004524124790245355,0.00010141021608562925,0.5383483048788492,0.9204657062909016,0.026008009310463646,0.47241183333713244,0.9313707804642816
61.0,4.845437887026977,0.26737729704150187,0.554918856639857,2.5865092596348633,3.894747351018688,0.09339206542579014,0.5538960386688411,0.0004541459832263293,0.00010287213981350177,0.5347746162797317,0.9196827851969468,0.02593435047402055,0.47009525151576076,0.9305885673084822
62.0,4.8643489695633715,0.26626087554875905,0.552455562237712,2.5985830775600176,3.8953911124715943,0.09313567098241766,0.5502324943078565,0.0004558845724998838,0.00010432934689007542,0.5312571443768229,0.9189347762292948,0.025862237129742775,0.46781096465961486,0.9298414566099462
63.0,4.883093265323543,0.2651614647554363,0.5500235671625834,2.6105887584265672,3.8960214728914875,0.09288461209093572,0.5466263838631993,0.0004576282711374156,0.00010578193192252821,0.5277948893701018,0.9182207482251331,0.025791636986305124,0.46555850265258414,0.929128510435201
64.0,4.90167065681846,0.26407879246083993,0.547622495873489,2.6225258104412577,3.896638700502403,0.09263878203982934,0.5430766923711683,0.00045937710340502084,0.00010722998837081192,0.5243868740714107,0.9175397896020164,0.02572251845112595,0.4633374046424881,0.9284488107360331
65.0,4.920081072866054,0.26301259100631996,0.5452519769133545,2.6343937576320346,3.8972430584609845,0.09239807613353196,0.5395824255038946,0.00046113109356445993,0.00010867360862106039,0.5210321411753237,0.9168910083906814,0.02565485058154564,0.46114721699963385,0.9278014592088683
66.0,4.938324487737669,0.2619625975537271,0.5429116446342842,2.646192132403022,3.897834805519006,0.0921623914683727,0.5361426111919775,0.000462890265860551,0.00011011288394414445,0.5177297548303288,0.9162735320584942,0.025588603110858643,0.4589874945927939,0.9271855772357768
67.0,4.956400920163513,0.2609285537584476,0.5406011375021087,2.657920483890482,3.8984141953635714,0.09193162715018943,0.5327562973321772,0.0004646546445391061,0.00011154790455550429,0.5144787984241378,0.9156865073118275,0.025523746406399032,0.45685779938283005,0.9266003055665689
68.0,4.97431043121156,0.2599102056820136,0.5383200983015681,2.669578374946593,3.898981476968368,0.091705684168529,0.5294225517515986,0.00046642425384709786,0.00011297875961809315,0.5112783745537671,0.915129099482003,0.025460251459062094,0.4547577005098463,0.9260448037304652
69.0,4.99205312586999,0.25890730390775435,0.5360681743163853,2.681165382442583,3.899536894492785,0.09148446543612901,0.5261404626354726,0.00046819911802942736,0.00011440553722995742,0.5081276054353544,0.9146004929264339,0.025398089896961983,0.4526867744904314,0.925518250440705
70.0,5.009629147570098,0.25791960308396006,0.5338450163337538,2.6926810987917693,3.900080687384133,0.09126787573247484,0.5229091360059439,0.0004699792613488044,0.00011582832449453807,0.5050256304753457,0.9140998893270962,0.025337233916372225,0.4506446040985967,0.9250198418232652
71.0,5.02703868109103,0.25694686219709656,0.5316502795455029,2.7041251303786082,3.9006130904504053,0.09105582168741048,0.5197276969740067,0.0004717647080759368,0.00011724720748665188,0.501971607478154,0.9136265083484619,0.02527765631443497,0.44863077915178146,0.9245487921450527
72.0,5.044281948944188,0.25598884427599744,0.5294836229615283,2.7154970983801943,3.9011343339513243,0.09084821173512025,0.516595288035492,0.0004735554825030149,0.00011866227130015364,0.49896471100445466,0.9131795864437396,0.025219330442047848,0.4466448958019093,0.9241043325781484
73.0,5.061359217493716,0.25504531686873705,0.5273447098950487,2.7267966386363405,3.9016446432447256,0.0906449562655845,0.5135110721893656,0.00047535160891888547,0.00012007359995973081,0.4960041353731723,0.9127583793469951,0.025162230293009135,0.44468655750290303,0.9236857137163257
74.0,5.078270776737384,0.2541160509649257,0.5252332078750784,2.738023401962203,3.902144239947842,0.09044596714063226,0.510474224325233,0.00047715311167735456,0.00012148127667262147,0.493089086365772,0.9123621551424032,0.025106330261255305,0.4427553730725463,0.9232921986159307
75.0,5.095016967624284,0.2532008223015823,0.5231487883719242,2.7491770535490216,3.902633340401436,0.09025115833136362,0.5074839423081303,0.0004789600151093993,0.0001228853835017558,0.49021879190529494,0.9119902031555065,0.02505160545153623,0.44085095895778387,0.92292307171616
76.0,5.111598155066472,0.2522994098730799,0.5210911262979471,2.7602572733973556,3.9031121572404635,0.09006044527091056,0.5045394362815572,0.0004807723436076075,0.00012428600168613686,0.48739249174963306,0.9116418253765711,0.024998031376709376,0.43897293660441583,0.9225776302043639
77.0,5.128014737850798,0.2514115965287221,0.5190599003758674,2.771263756200744,3.903580898804139,0.08987374509670944,0.5016399325680553,0.0004825901215954415,0.00012568321152308157,0.48460944124999655,0.9113163395887094,0.024945584068841935,0.4371209335247206,0.9222551871722694
78.0,5.144267155022365,0.2505371693719518,0.5170547935215121,2.782196211188049,3.9040397687922592,0.08969097679231056,0.49878467604788485,0.0004844133735084702,0.00012707709229662996,0.48186891364298695,0.9110130812500767,0.02489424014711,0.4352945840296701,0.9219550735245268
