Tn,Th,Tc,Tr,Dn,D,M,C,N,mu1,mu2,H,Ig,Gb,Cluster
0.5770267647336925,1.843704295843312,1.5643667421562701,0.34478807568995307,0.8902671389270455,1.2723803485882998,1.3681865404432392,0.44082121704836674,0.44082121704836674,0.49635831803690306,6.32517756480223,1.443147855749439,0.6778470937004674,0.7847232658436023,1
0.7597247798734487,1.3383157583244942,1.4484673496905756,1.8354738440587972,0.000618845186513137,0.7196900369798132,0.6211042090680402,0.0003146626469825054,0.0,0.16399544810339606,0.6188171771720028,0.7226696224800815,0.28858697201256367,2.369833912400269,1
0.7724390676471744,1.5306917746437296,0.8409084043429486,0.737732819409329,2.022655063263597,0.6704604311818646,0.9578879486492093,0.4468043482328887,0.4468043482328887,0.21545267523047743,0.5489287051810846,1.087927770243312,0.8686322942596464,0.3704851821151217,1
1.039187486424968,1.0333738405675947,0.5705725445876915,0.5198439602697261,0.000618845186513137,0.8473811938040247,0.6733502593222592,0.0003146626469825054,0.0,0.5634890707593534,1.2004676320742134,0.7976507172260934,0.19533579933677844,0.5511093004376555,1
1.2120026881713482,0.7333844149323046,0.4463771201770324,1.0136117525045774,1.0870673556588057,0.00031350772355995845,1.106309228134349,0.0003146626469825054,0.0,0.24712380951442528,0.4354744538905516,1.1951535814329295,0.1544809665916416,1.978977363969651,1
0.6991913029005057,1.0243423265415834,1.9818867332178791,0.053088890809639376,0.000618845186513137,0.00031350772355995845,1.3738672434051045,0.36604251074135663,0.36604251074135663,5.848365591783435,0.9441259657225701,1.1876380097158212,4.6095909482818564,0.9898532144126546,1
1.0361047248772515,1.09314287789791,1.6606658764818472,1.7804679671748487,0.000618845186513137,2.38145569176803,0.8496483921276812,0.0470242037998876,0.0470242037998876,0.41899375734788025,0.2167750267284355,0.8531327454639677,1.1194581487998632,0.24898726689110603,1
0.9760617953894513,0.5498004375824682,0.7901503402464916,1.386635956303968,0.000618845186513137,0.00031350772355995845,0.7549802868624352,0.0003146626469825054,0.0,0.19944901332840143,0.12994127216356,0.5520762649137503,0.0,2.322071147335257,1
0.942430643656906,1.5263107252670807,0.4617947461879224,1.2785001420335576,0.007021853692240753,1.255520549993357,0.8382901038191654,0.0003146626469825054,0.0,0.3668508738039805,1.6684255029927446,0.9450486176471962,0.4486246561529811,1.0979968447989827,1
1.177628312677913,0.6098787132398832,0.501930652135378,1.721350617926002,0.000618845186513137,0.616099180049794,0.5152068389168811,0.32188619982891226,0.32188619982891226,1.2251642034905859,1.8309525816000016,0.8679870154018424,0.17916266518946486,1.9616370511963066,1
0.8344239271292822,0.7141763428011252,2.3776924319138453,1.1366705671060784,0.000618845186513137,0.31944164324339697,1.076057137137694,0.0003146626469825054,0.0,0.22419838903257688,0.06349821459420443,0.7932942203428797,0.725945682799152,0.22703438331406586,1
1.0755481527080464,1.4531849444849352,1.80048915622293,0.8185660265312098,1.075542472307109,2.3764674155819883,0.9074592204897922,0.0003146626469825054,0.0,0.6113253867321844,2.658419481944492,1.455505269434363,0.08137969329468334,1.5613369209210128,1
