Tn,Th,Tc,Tr,Dn,D,M,M0,C,N,mu1,mu2,H,Ig,Gb
14683.844249953303,4867.161103653439,2856.570423716155,2630.16914340734,303.2801677225762,627.1079000778981,11244.871371639993,20159.951060995172,34558.09217444429,17272.73001783438,136.16195149723683,1561.5256024119822,9010.64860931579,8.988411640666667,20916.06737454453
10991.349021784663,6142.305464943113,6512.819467087482,3265.2838985243457,163.5435541144675,549.5797403779658,8754.02245136907,15161.275307256488,39364.01802619248,19676.49387506063,124.31366909978725,1199.4828856289362,8362.025528723403,11.24782220819149,18358.666491233555
8397.351901965998,2140.4048256456704,838.2749986393359,2530.361970932974,17.162812180281797,185.70661731597005,7850.8779685467225,33455.451982048464,27489.205131901657,13738.147107445542,163.69020714317242,1043.4306219524829,9748.740155655172,1.1780975666896552,27481.297350329307
13902.795254126268,2163.0004277135654,3605.5989413203656,2605.5356721701755,189.20665355648137,436.9603099016293,14019.0452177192,16901.29002022615,54778.48890880701,27388.164406538195,95.81541456585,428.336758225375,5615.276785525,3.0163802559999997,6925.805550532726
10981.708271598609,3666.12335515222,1607.9064812054962,2680.5371079278448,86.5696785502434,444.9331452774039,10887.344452039843,26644.19815795432,34405.232797076,17197.7672040407,137.29491530399997,1075.5301436601428,8984.337050418366,4.671321967602041,22904.30593557717
